"id_skill","Skill","description"
"c51b6215-5473-4dfa-86ff-23ce960a87c8","operate distillation equipment","Operate control panels and other distillation equipment, in order to monitor and adjust product flow, pressure, temperature, etc."
"c51c5fec-84f4-42bd-a5c7-a77766dfe6d4","alkali stages of refining processes for edible oils","Stages of the alkali refining process for edible oils which include heating, conditioning, neutralising, re-refining, washing of oils."
"c51fef82-590a-4077-b210-2b5fdd53f68d","develop jewellery designs","Develop new jewellery designs and products, and modify existing designs."
"c524d364-e818-44e0-800e-5963f42b07e5","support discharge from physiotherapy","Support discharge from physiotherapy by assisting in the transition across the health care continuum, whilst ensuring that the agreed needs of the client are met appropriately and as directed by the physiotherapist."
"c52d4012-4a97-436c-a452-b76c26ae423c","pathogenic microorganisms in food","The identification and characteristics of pathogenic micro-organisms in food and the adequate prevention methods to inhibit its reproduction in food materials."
"c52f0765-ee9e-4842-acbe-adc69b1ebe82","encourage counselled clients to examine themselves","Support and encourage the clients to analyse and be aware of some aspects in their life that may have been distressing or impossible to tackle so far."
"c5320743-60f2-40dc-bc13-337cc3834892","study groundwater","Prepare and conduct field studies in order to determine groundwater quality. Analyse and interpret maps, models and geographical data. Compose a picture of area groundwater and land contamination. File reports on issues with landfill groundwater, e.g. area pollution caused by coal combustion products."
"c5422318-3218-4ce9-9bdd-f38b93ff63a3","design electromechanical systems","Draft sketches and design electromechanical systems, products, and components using Computer Aided Design (CAD) software and equipment."
"c5449667-9b40-4114-8d74-f51177669984","policy analysis","Understanding of the basic tenets of policymaking in a specific sector, its implementation processes and its consequences."
"c544a9f3-5945-4b54-afed-de0697852817","report analysis results","Produce research documents or give presentations to report the results of a conducted research and analysis project, indicating the analysis procedures and methods which led to the results, as well as potential interpretations of the results."
"c5498dc6-07d8-4dbb-9b24-326a50895315","use body modification techniques","Use techniques to change the shape of or create patterns in the human skin, such as cutting, branding, manipulating, stretching or scarring, by use of scalpels, heat and restraining techniques."
"c54a5cf6-464c-4176-a060-8704ed53e2db","spot valuable items","Quickly spot valuable items and identify restoration possibilities"
"c54b03a9-fe20-42af-9e8a-f8896af4a4f9","adjust priorities","Adjust priorities quickly in response to frequently changing circumstances. Continually assess tasks and respond to those requiring extra attention. Foresee and seek to avoid crisis management."
"c551614f-5542-460e-9a86-bfcdf160e230","interact verbally in Telugu","Communicate orally in Telugu."
"c5564e30-bb56-451e-87cb-79c1279392be","homeopathy remedies","The characteristics, components and effects of homeopathic medication."
"c55caed2-de9e-4a25-819e-a0b0e83fba1b","give live presentation","Deliver a speech or talk in which a new product, service, idea, or piece of work is demonstrated and explained to an audience."
"c55eecdc-ccb0-468e-9029-ce9955375c8a","lay concrete slabs","Lay concrete slabs, used as road covering, on a prepared surface. Guide a crane operator to position the slab in the right place and manually set it correctly, often using tongue and groove joints."
"c5646d72-c082-44fd-b47e-c4b0ec59ebbd","ensure contract termination and follow-up","Guarantee compliance with all contractual and legal requirements and correctly schedule contract extensions or renewals."
"c5649905-a817-410e-8a48-1143d690f50f","transport fish","Capture, load, transport, unload and stock live and harvested fish, molluscs, crustaceans from farm to client. Maintain water quality during transport to reduce stress. "
"c564a8dc-e6b3-48a1-bb6c-674f6ce37215","fossil fuels","The types of fuels which contain high doses of carbon and include gas, coal, and petroleum, and the processes by which they are formed, such as the anaerobic decomposition of organisms, as well as the ways in which they are used to generate energy."
"c565e722-0e14-4f57-99ff-267dd9ea2510","collaborate on international energy projects","Provide expertise with regard to energy saving and energy efficiency for the realisation of international projects, including projects in the field of development cooperation."
"c56d4a15-8454-4544-bb5a-3de6ce1be4e4","secure crane","Assemble and fix the crane and its elements so that they will Not move, fall or cause damage under extreme weather conditions. Take the soil composition and stability into account."
"c57a93dc-80ac-4fa2-9e8d-bddc86e6a840","monitor film development baths","Place the photographic film in chemical baths with e.g. citric acid and ammonium thiosulfate, monitor temperature and treatment time."
"c57fbedb-6e0b-49cf-9ba2-cf431d61972e","manage claims process","Manage the relation with an insurer related to its obligation to receive, investigate and act on a claim filed by an insured."
"c58050e1-0774-4097-93d2-07dd7ba6a27a","organise facilities for office personnel","Manage the booking schedule for conferences and meetings of internal or external nature. Shop around and book reservations for travelling or hosting for office personnel."
"c582dd36-a83d-4d61-b87a-364b84950a3f","install recycling containers","Take care of the installation of containers for recyclable waste, such as cardboard paper, glass bottles and clothing, in the appropriate places."
"c585a661-1720-4138-8cc7-0029452a8534","amusement park emergency procedures","Stay informed about shutdown and emergency evacuation procedures for amusement parks."
"c5879759-c23a-422e-bdea-204ddefe16b4","position base plates","Position the base plates, the metal footing components that support the scaffolding structure. Set them accurately and level as even small errors may cause instability. Compensate for fluctuations in the terrain using the screwjack of each base plate. Screw or nail the base plates into the sole plates if called for."
"c58b0b52-0ec5-4cb9-90f8-0568ca0e3ce2","provide secured transportation","Manage secured transportation of cash or other valuable cargo, like securities, jewellery or important individuals."
"c5a135be-218d-48e6-a422-5225a576dcd8","manage project metrics","Gather, report, analyse and create key metrics for a project to help measure its success."
"c5a5e216-07d0-44ff-8fb6-06dfd6484462","keep records of bid history","Keep records of all the bids made during or after an auction."
"c5a79467-ff77-4b90-baec-8e864cba1ab4","clean moulds","Clean the mould using water, grease or oil, washing and scraping them by hand."
"c5a80bb0-31e6-4de0-868c-00a0f9b88b47","palliative care","The methods of pain relief and quality of life improvement for the patients with serious illnesses."
"c5afeb33-4291-44c9-a89a-373185d0bfef","relationship between buildings, people and the environment","Understand the relationships and the interactions between people, buildings, and the environment in order to adapt architectural works to the human needs."
"c5b56e63-9cd6-470d-97aa-6e3148752312","arrange in-home services for patients","Ensure that the medical discharge of a patient coincides with the arrangement of complementary medical services needed at home."
"c5b90c0c-3af0-4c8c-a06c-cc3ced02242c","perform cost accounting activities","Execute the cost related activities and operations within the accounting activities such as standard cost development, average pricing analysis, margin and cost ratio analysis, inventory control, and variance analysis. Report the results to management and advise on possible courses of action to control and reduce the costs."
"c5bc42be-4970-4dce-80e2-af78bae42e84","manage maintenance operations","Oversee maintenance activities, making sure that staff is following procedures and ensuring routine and periodic refurbishment and maintenance activities."
"c5bfa6cf-2221-4dc2-8824-120a1eed28da","perfume raw materials","The materials whose essence is extracted to manufacture perfumes. Raw materials for the manufacturing of perfumes such as flowers, spices, fruits, and wood."
"c5c51528-ccfc-4c53-b409-c200aaa44222","liaise with engineers","Collaborate with engineers to ensure common understanding and discuss product design, development and improvement."
"c5c92f10-74d8-4178-a051-cce194fdc72b","textile trends","Latest developments in textile fabrics and textile methods."
"c5cb0cc1-c40b-4544-a21c-8472f0b5c14a","Serbian","The Serbian language."
"c5d018ca-f6fa-4cc0-b209-43df46e56d48","analyse customer service surveys","Analyse results from surveys completed by passengers/customer. Analyse results to identify trends and draw conclusions."
"c5e3bd7d-670b-4579-beab-a2c66e72e9b5","quality standards applicable to aquaculture products","Quality schemes, label rouge, ISO systems, HACCP procedures, bio/organic status, traceability labels."
"c5e8abde-d2ba-4e8e-a65e-720b71180666","unstructured data","The information that is not arranged in a pre-defined manner or does not have a pre-defined data model and is difficult to understand and find patterns in without using techniques such as data mining."
"c5ed451b-ef39-47a3-aee7-8f5be0aa8431","CA Datacom/DB","The computer program CA Datacom/DB is a tool for creating, updating and managing databases, currently developed by the software company CA Technologies."
"c5ee60f3-cc2c-4b83-8e3a-c3d191b3084b","sell office equipment","Sell office equipment such as modems, computer hardware or printers. Provide advice on purchase decisions and try to meet customers wishes. Process payments."
"c5ef5813-ef1d-4a22-8fce-16b1dcf93ea1","write Belarusian","Compose written texts in Belarusian."
"c5efe5ad-c5e3-4bd1-9c8b-4a514940f4d6","record production data","Keep a record of data such as name, colour and quantity of the produced goods."
"c5f255ef-02d3-4ab0-a652-2bf055d1d493","grow plants","Carry out plant growing activities. Carry out grow control considering the required terms and conditions for specific plant type."
"c5f3e735-917b-4024-b2cf-19f4f75b2469","livestock species","Livestock species and relevant genetics."
"c5f8613b-5546-4295-8b26-7bf977d401f0","create insurance policies","Write a contract that includes all the necessary data, such as the insured product, the payment to be made, how often the payment is needed, the personal details of the insured and on what conditions the insurance is valid or invalid."
"c5fdbd81-db10-4fc3-8cee-8b1a7169c472","maintain footwear assembling equipment","Produce plans for the frequency, operations, components and materials to be used in the maintenance of footwear. Install, program, tune and provide preventive and corrective maintenance for different machines and equipment involved in the footwear manufacturing. Assess the functionality and performance of the various equipment and machines, detect faults and correct problems, make repairs and substitute components and pieces, and perform routine lubrication as well as perform preventive and corrective maintenance. Register all technical information related to the maintenance."
"c605fd71-08c4-4f03-8187-9874d2401cb7","carry out meteorological research","Participate in research activities on weather-related conditions and phenomena. Study the physical and chemical characteristics and processes of the atmosphere."
"c606cb12-9c63-4d2d-a58a-934b1dd3a0a8","develop public relations strategies","Plan, coordinate and implement all the efforts required in a public relations strategy such as defining the targets, preparing communications, contacting partners, and spreading information among stakeholders."
"c609c7cf-ec3f-42df-9147-3ea012e31b66","Order products","Order products for customers according to their specifications and provisions."
"c611304c-2b99-4d56-b267-55e403925736","maintain bar cleanliness","Keep cleanliness in all the bar areas including counters, sinks, glasses, shelves, floors and storage areas."
"c614155a-0023-400d-a242-97c95131e8a6","produce different surface finishes","Create special surface textures on stone using specific tools and techniques such as blasting, grinding, etching, polishing, bush-hammering or flaming. Take the characteristics of the stone into account to choose the technique."
"c624b651-28a2-484b-b4f6-454b31c9c736","contribute to the choreographer's process of reflection","Help choreographers develop their reflection. Suggest readings. Refer to the work of visual artists, filmmakers, performing artists, composers and sound designers, and suggest potential resource persons."
"c624c6a3-b0ba-4a31-a296-0d433fe47e41","think creatively","Generate new ideas or combine existing ones to develop innovative, novel solutions."
"c634630b-210b-4da5-b0f3-894cc292d6e3","promote mental health","Promote factors that enhance emotional well-being such as self-acceptance, personal growth, purpose in life, control of one`s environment, spirituality, self-direction and positive relationships."
"c643e59b-d74c-4f44-b76e-6e1d96c05ec4","use safety equipment in construction","Use elements of protective clothing such as steel-tipped shoes, and gear such as protective goggles, in order to minimise risk of accidents in construction and to mitigate any injury if an accident does occur."
"c6445183-6a52-49e0-a51c-6b3481ba5c54","conduct research before survey","Acquire information about property and its boundaries before the survey by searching legal records, survey records, and land titles."
"c6482540-4e20-42ab-9154-16deb6db7536","furniture industry","Companies and activities involved in the design, manufacture, distribution and sale of functional and decorative objects of household equipment."
"c648deac-4969-41b7-8a67-9987f5d414a6","airport safety regulations","Know airport safety regulations and instructions."
"c64c4f42-253b-4d53-8637-fd00d86100c7","develop working procedures","Create standardised series of actions of a certain order to support the organisation."
"c6543651-d743-4e12-be72-c81d1eaf4541","estimate damage","Estimate damage in case of accidents or natural disasters."
"c65795f8-69cc-47e0-9ba0-427671c965e6","report on social development","Report results and conclusions on society's social development in an intelligible way, presenting these orally and in written form to a range of audiences from non-experts to experts."
"c65aa043-98da-4136-9877-494e72d9e4cf","interact with healthcare users","Communicate with clients and their carer’s, with the patient’s permission, to keep them informed about the clients’ and patients’ progress and safeguarding confidentiality."
"c65ac31c-fdaf-4e87-beca-8ed952c3aa35","biogas energy production","Energy production for heating and potable hot water making use of biogas (the biogas is generated off-site), and its contribution to energy performance."
"c65b5463-64bd-4c90-af45-2c0cca6f55ac","develop strong attitudes in sports","Identify and understand the emotional demands, the necessary attitudes and mental skills and work with supporting team (including for example coaches, physiotherapist, nutritionist, psychologist) to implement an adapted programme to achieve the targeted highest level performance."
"c65c58d0-bcb9-4b90-b20e-a4490178e42c","compare insurance products","Compare the offers of several insurance companies in order to find the product which will best suit the client's needs and expectations."
"c65c7304-03b5-4065-a140-ddc405e670d1","develop procedures in case of defects","Determine the steps and corrective actions to be taken in case of quality flaws such as the introduction of new quality management systems or the replacement of machinery."
"c662be22-f17a-4ba0-894f-d720b20c44cf","wash the dishes","Wash plates, glasses, silverware and cooking gear used for a meal, by hand or by use of a dish washer. Put everything back in its place afterwards."
"c6630414-123f-49e9-9838-5376ab24f75e","manage time in forestry","Plan and implement the time sequence of work programmes and schedules regarding the execution of forestry activities."
"c668b9b2-0c11-43a5-a75f-c4b2eaa302cf","work in professional sport environment","Work within the context of professional clubs and teams and interact with their management"
"c669b7a5-3985-4d55-9b67-38bfea6a81a4","manage sporting career","Consider all career routes and identify short, medium and long term goals for the career. Review and update the career plan."
"c669c40c-d8dc-4eff-8e06-7043ff4a860c","breed cattle ","Prepare a suitable environment for cattle breeding. Select and prepare the appropriate habitats for specific kinds of cattle. Monitor the cattle's growth and health and ensure correct feeding. Determinate when the cattle are ready for consumption, trade or other purposes"
"c66fd23d-ee40-4c0c-9279-1305bba6b59b","support witnesses","Support witnesses before, during, and after a court hearing to ensure their sense of security, that they are prepared mentally for the trial, and to aid them in the preparation of their stories or for the lawyers' line of questioning."
"c672c8e0-92f3-4018-a5e2-4a72f7109a8f","conduct chiropractic examination","Undertake chiropractic assessment, collecting data by physical examinations and evaluating anatomic findings through the use of observation, palpation, percussion, auscultation and information derived from other relevant sources."
"c67ddacb-7d9f-4403-9793-741c7615ad04","operate slitting machinery","Operate a machine to convert sheets of paper, metal or other materials into strips of specified witdhs."
"c683335e-b862-44a5-9d37-fc85b39cf022","establish communication with foreign cultures","Strive to understand the cultural codes of the society where the company operates and to establish a solid communication and mutual understanding with its members."
"c6846331-2e11-45d6-ab8d-306c956332fc","footwear manufacturing technology","Footwear processes technology and machinery involved. The footwear manufacturing starts in the cutting/clicking room , cutting the uppers and bottom components. The upper components are joined together in the closing room by following a precise order of specific operations: skiving, folding, sewing etc. The closed upper, the insole and other bottom components are brought together in the assembling room, where the main operations are lasting and soling. The process ends with finishing operations in the finishing and packing room."
"c68841cb-e661-44fa-a007-439de442ddbd","follow dentists' instructions","Work directly with dentists by following their detailed instuctions."
"c68af615-b24c-4719-a199-c4141e08f2bd","promote communication between parties","Encourage parties to communicate among them and share their views on events and happenings in order to find cooperation paths."
"c68e4cc4-b842-4660-a84c-48f11c70f657","legal department processes","The different processes, duties, jargon, role in an organisation, and other specificities of the legal department within an organisation such as patents, legal cases, and legal compliance."
"c6913015-e1aa-4ea5-bd2f-ccf517aea899","prepare animals for anaesthesia","Prepare animals for anaesthesia, including performing pre-anaesthetic checks and procedures and reporting findings.'"
"c69587b4-05d3-45bb-b79b-9b85e6603fc2","provide technical expertise","Provide expert knowledge in a particular field, especially concerning mechanical or scientific subjects, to decision makers, engineers, technical staff or journalists."
"c69fe106-693e-4633-8c80-9734e52700b1","defense system","The various weapons and weapon systems used to protect citizens and to harm or shield incoming enemies and enemy weapons."
"c6a0e8f4-ac0d-40b7-a594-86bf33c3e8dc","distinguish various types of ships","Recognise and name various types of vessels common in European maritime transport. Understand the different characteristics, construction details, and tonnage capacities of different vessels."
"c6a70a2d-9947-4e76-85dc-1b0d526f4051","compile railway signalling reports","Compile reports in the field of railway signalling; reports may include information on section of track inspected, repairs executed or tests performed, and the pieces of equipment that require repair or replacement."
"c6aeb1ba-d89e-4551-bb25-ae0b548efb79","handle broodstock","Handle wild and cultured broodstock. Quarantine wild and cultured broodstock. Select individuals for culture and/or fattening."
"c6b70785-fce7-4089-8250-21c97ca0ad8f","understand written Estonian","Read and comprehend written texts in Estonian."
"c6c0ceda-a2b6-4f8f-8d31-e259933300dc","communicate in foreign languages with health service providers","Apply foreign languages in communicating with health service providers such as doctors and nurses."
"c6c1af60-9594-460c-a328-00f9ad292be0","coaching techniques","Specific foundational techniques used to coach people on a professional or personal level such as open-ended questioning, building trust, accountability, etc."
"c6c23b4b-c9c9-42c8-86d2-3646631bdbd4","cut raw footage digitally","Digitally cut video footage to put together the sequence of the film and decide what is usable."
"c6c37f68-190e-4482-905c-93007a64ed61","operate radar equipment","Operate radar screens and other radar equipment. Ensure that aircraft fly at a safe distance from one another."
"c6c52052-303f-44b8-a708-759084084efb","ensure adherence to aerodrome procedures","Ensure that aerodrome procedures are conducted in accordance with all requirements."
"c6ce2d77-ba89-432f-87dd-f1d36557fc95","work with composers","Communicate with composers to discuss various interpretations of their work."
"c6d43089-8855-4da5-9b8b-ace87281476e","manage timber stocks","Inspect the stock to find out how much is left. Identify any damaged, faulty, or out of date items and move them to the appropriate location. Follow stock rotation methods to ensure stock is used effectively. Handle goods using safe and approved handling methods."
"c6d476bd-3b91-4925-8489-4d414759fc56","teach fire fighting principles","Instruct students in the theory and practice of fire fighting, more specifically in courses such as rescue operations, principles of building construction, and flammable liquids and gas fire fighting, with the aim of assisting them in pursuing a future career in this field."
"c6da593c-9e26-4d2e-9634-a7fdec044b1d","flue-cure tobacco","String tobacco leaves into tobacco sticks, and hang them from tier-poles in curing barn's ""kilns"". Slowly raise the temperature over the course of the curing process. The procedure will generally take about a week. Flue-cured tobacco generally produces with a high content of sugar and medium to high levels of nicotine."
"c6e05357-9a38-46d1-89e3-a6e7abcbdd1c","supervise craft production","Fabricate or prepare patterns or templates to guide the crafting production process."
"c6e308b4-8799-4461-a9bd-560bdecb0dbb","human resources department processes","The different processes, duties, jargon, role in an organisation, and other specificities of the human resources department within an organisation such as recruitment, pension systems, and personnel development programs."
"c6f01d70-2376-4c6a-a586-638b30d72a62","gather reference materials","Gathering reference materials such as drawings, illustrations and sketches, in the process of creating a painting or sculpture."
"c6f3b73c-bf11-42a1-abd3-e3539d0853bf","audit food safety procedures","Audit the food safety procedures applied by a certain establishment based on Hazard Analysis Critical Control Points (HACCP)."
"c6f412b4-8dcf-4298-8792-88f3be109c85","read stowage plans","Read and comprehend content of stowage plans to stow various types of cargo."
"c6f65cc9-7ffd-40f8-9269-f350b35d5751","prepare printing form","Prepare and inspect plates that are used in printing process to transfer ink on the desired surface and place them in the machines, for example fixing them around printing rollers."
"c6f88b89-ce2c-4b8c-a133-7ee95bc48efa","teach dance","Instruct students in the theory and practice of dance, recreationally or with the aim of assisting them in pursuing a future career in this field. Deliver correcting instructions that support difference and pay attention to ethical codes of conduct around touch, personal space, and appropriate pedagogic methods as a tool to foster participants."
"c6fa2539-c33c-45ce-89cf-d577c50019c1","teach principles of social work","Instruct students in the theory and practice of social work including social work knowledge, skills, and values to prepare them in engaging in culturally competent social work with diverse populations and communities."
"c70bfec4-9a2e-4f22-a362-79c2ea17ee9b","attend music recording sessions","Attend recording sessions in order to make changes or adaptations to the musical score."
"c712a554-7e60-4cbd-bb5c-418841916c3c","operate explosives production equipment","Operate equipment used for mixing of chemical ingredients having as their end product explosives such as TNT, tetryl or nitroglycerin."
"c71384bb-6799-410b-941c-568f56680a30","types of chocolate","Types of chocolate such as milk chocolate, white chocolate, dark chocolate, unsweetened chocolate and raw chocolate."
"c7194910-5738-45e9-9932-22dbe2293a0c","send faulty equipment back to assembly line","Send equipment that didn't pass inspection back to the assembly line for re-assembly."
"c71e5209-dfb8-456d-a1ad-5ac657a92812","use agronomic modelling","Build and apply physical and mathematical formulae in order to study farmer's fertilisation, manage irrigation scheduling, define breeding targets, support cultivation choices in a given environment and evaluate the environmental performance of crop productions."
"c7282ec3-9153-4b4b-b7de-777e3207b04e","computerised feeding systems","The functioning of computered controlled systems that provide animal feeding."
"c72d6c85-9eeb-4584-ba1c-262581eeb741","consult exhibition organisers","Liaise with exhibition organisers to discuss themes, ideas and products."
"c72feae6-648b-4cc1-9219-4a6af721e769","package fish","Package fish in specified containers and compartments after preparing and trimming the fish. Prepare the fish to be shipped, and further treated in the supply chain."
"c73e355b-89c8-4831-968e-f146f2ae970c","write Marathi","Compose written texts in Marathi."
"c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec","plan schedule","Develop the schedule including procedures, appointments and working hours."
"c741be10-1d34-42ed-94fc-3e78791e4bd5","advise on online dating","Help clients to create an online profile on social media or dating sites, that represents a positive yet truthful image of them. Advise them on how to send messages and make connections."
"c7420d1c-f47d-43ae-a2ed-4d43d19d71f4","advise customers on sewing patterns","Suggest to customers the appropriate sewing patterns, in accordance to what they wish to manufacture: crafts, curtains, clothes, etc."
"c7451027-8249-405a-bb1b-342ff0f3fb3b","Salt (tools for software configuration management)","The tool Salt is a software program to perform configuration identification, control, status accounting and audit."
"c747ab82-9c35-4bf6-ab90-b50b9a53d292","ensure cleanliness of food preparation area","Guarantee the continuous cleanliness of kitchen preparation, production and storage areas according to hygiene, safety and health regulations."
"c74eb35b-f9ed-4a36-b7d8-ef59274385c3","use furniture dust removing tools","Use tools such as feather duster or treated cloths to remove dust from furniture surfaces."
"c751974d-5d8a-4b16-806a-940bbdaf6a57","apply for government funding","Gather information on and apply for subsidies, grants, and other financing programmes provided by the government to small- and large-scale projects or organisations in various fields."
"c7520bd6-4aa9-4a35-9efb-c65b1c0e2181","oversee operational safety on trains","Oversee all operations in a defined area, as part of a team that manages operational safety and train services for a specific geographical location."
"c753a3b5-d5cc-406d-adfe-3372bb267f4b","maintain customer records","Keep and store structured data and records about customers in accordance with customer data protection and privacy regulations."
"c75e9da7-ee3c-4e2d-abf5-972e650da9cd","administer chemicals for beverage clarification","Add chemical coagulants to a beverage and alcoholic drinks to destabilise colloids and other particles causing them to aggregate."
"c76067d8-084b-4ca1-bc21-223a5caf7eea","hotel operations","The field of hotel operations, especially those involving front office, housekeeping and basic accounting procedures."
"c760e5b0-e527-4c59-a1e2-d1bc54ec0b27","maintain router machinery","Maintain machinery and equipment for cutting various hard materials, to ensure that it is clean and in safe, working order. Perform routine maintenance on equipment and adjust when necessary, using hand and power tools."
"c76375af-5a54-4d21-aac5-fdaa9177a890","remove contaminants","Use chemicals and solvents to remove contaminants from products or surfaces."
"c76d86b3-9860-4bc0-996d-cc724c669bcf","hair","Human hair, its composition and interaction with various chemicals, environment factors and health issues."
"c7708533-9467-4bea-afb9-f9b40a76c84a","measure water depth","Measure the depths of a body of water by using depth measuring equipment such as a depth gauge."
"c77672f9-68e5-49fd-8131-2eb8ed87b889","guide placement of anchors","Assist the responsible person in the positioning of box anchors and shore anchors."
"c77ac399-de03-4136-9531-023c453006be","hazardous freight regulations","Know the most widely applied regulatory schemes for the transportation of dangerous materials. Know specific regulatory frameworks such as IATA Dangerous Goods Regulations (DGR) for air transport, or International Maritime Dangerous Goods Code (""IMDG Code"") for transportation of hazardous materials by sea."
"c77db25e-bb51-4a10-b2ad-99b48b1b4a37","maintain computer hardware","Diagnose and detect malfunctions in computer hardware components and systems and remove, replace, or repair these components when necessary. Execute preventative equipment maintenance tasks, such as storing hardware components in clean, dust free, and non-humid spaces."
"c77e8332-48db-456f-8948-c3eccfe038dd","prepare patients for surgery","Assign patients to the best treatment area for their condition, according to priority for surgery."
"c78456d8-9633-4639-ad36-5755628f596d","adhere to traffic regulations on inland waterways","Understand and apply traffic rules in inland waterway navigation in order to ensure safety and avoid collisions."
"c796e1fa-cbbd-4639-b8d9-cbcdc130c7a2","process incoming electrical supplies","Receive incoming electrical supplies, handle the transaction and enter the supplies into any internal administration system."
"c7993a51-7fd5-46e4-83c7-51f107588af2","cold winding","The coiling process of cold winding by winding wire at room temperature around a mandrel, in order to create metal springs."
"c79a6989-a73c-496b-997f-c706e1c5c52b","determine production feasibility","Determine if a product or its components can be produced by applying engineering principles."
"c7a989eb-a8dc-4ecb-9944-3bbac9088c3c","organise relapse prevention","Help the patient or client identify and anticipate high risk situations or external and internal triggers. Support them in developing better coping strategies and back-up plans in case of future difficulties."
"c7b1e520-8921-46dd-b444-e0637323bb7f","use photographic equipment","Use analogue or digital camera equipment, along with a variety of accessories such as tripods, filters and lenses."
"c7b26d6a-f1f3-45e9-ab8d-959c9ad16720","public auction procedures","The regulations involved in the repossession and consequent selling of goods in public auctions in order to obtain the amount owed by an individual as ruled by a court of law."
"c7b4fa0d-0095-4e28-9601-d96904f0955e","prepare for small craft operation","Prepare for personnel operation of small craft, both with licence and without licence."
"c7bb240e-4e08-47d2-a4ed-b85185773d3a","polish silverware","Rub the surface of silver or silver coated dishes, containers and cutlery to make it smooth and shiny."
"c7c4d83d-720c-4f57-bdee-05913f2b1b9b","assess fermentation levels of tobacco leaves","Assess fermentation stage of tobacco leaves. Use thermometers, humidifiers, water, and your sense to test the level of fermentation."
"c7c9feb8-7813-4ea5-bef2-814c77ad0b6e","ripening of cheese","Cheese ripening processes whereby cheese ages and flavour intensifies as enzymes and micro-organisms transform texture. Biological process involved which is the breakdown of casein proteins and milk fat into a complex of amines, amino acids, and fatty acids."
"c7cc6dc5-d56b-4323-8e5c-47c4022f615f","quality assurance methodologies","Quality assurance principles, standard requirements, and the set of processes and activities used for measuring, controlling and ensuring the quality of products and processes."
"c7d24594-0c11-4b27-9039-fe0bb903da8e","LINQ","The computer language LINQ is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Microsoft."
"c7d328f4-87a7-4091-8eb5-122f471bd954","collaborate on costume and make-up for performances","Work with the staff responsible for costumes and make up in line with their creative vision and obtain directions from them about how make-up and costumes should look."
"c7d64df4-7af3-4269-add6-97833bd5448e","manage purchasing cycle","Oversee complete purchasing cycle, including generating requisitions, PO creation, PO follow-up, goods reception, and final payment actions."
"c7d8f44f-d0ad-4039-8407-4b8576603856","lawn care","Procedures, equipment and products used to maintain the cleanliness of lawns and other grass surfaces in parks or residences."
"c7e28c98-8de5-4a86-83a2-50a57075ac22","set payment handling strategies","Fix payment methods for services and goods such as cash, cheques, credit cards, bank transfers, traveller's cheques and money orders. Develop and implement strategies to prevent credit card fraud."
"c7e686a1-d03e-4641-a229-68247fdc5887","legal terminology","The special terms and phrases used in the field of law."
"c7e8948c-e7e4-406a-957d-55daaa4cdb44","ensure stock storage safety","Ensure that products are stored appropriately. Keep in line with safety procedures."
"c7f049b4-7493-4810-858e-e8622e2058f4","clean concrete pumps","Remove residual concrete from the pipes and pumps after use and clean the equipment with water."
"c7f7d806-9243-4200-b496-adcba53e0a8c","tend spinning machines","Operate spinning machines keeping efficiency and productivity at high levels."
"c7fcb14f-ea32-45e5-8d5c-f93857829a95","laws regulating serving alcoholic drinks","The content of national and local legislation regulating restrictions to the sale of alcoholic beverages and methods for serving them appropriately."
"c800dfc9-a551-44dd-a309-447ada69336f","consult team on creative project","Discuss the creative project with team members."
"c80b2f08-ab07-4632-be78-68c6ec1f3b41","perform loading and unloading operations","Load and unload materials from containers, manually or using appropriate tools. Load hoppers, containers, or conveyors to feed machines with products, using tools such as forklifts, transfer augers, suction gates, shovels, or pitchforks."
"c811bb08-31cc-4b3b-a26d-a098182411fa","cope with excrements","Cope with excrements, strong smells, and animal waste without feeling overwhelmed."
"c8121c66-b2fa-4880-90c7-56d314dcf7b0","use warp preparation technologies","Use warping, sizing, drawing-in and knotting technologies that enable the formation of warps."
"c8186be4-15d4-4347-b34a-53bee7015f79","handle timber","Identify the main types of timber to be received at your company. Stack and store timber safely and in compliance with company procedures."
"c8195036-dab3-4d87-b83b-395a59b18a42","make decisions regarding forestry management","Decide on issues regarding various aspects concerning the management of natural resources such as forests and woodland areas."
"c81c9ea3-4689-4146-9076-24dd175c69bc","carry out active selling","Deliver thoughts and ideas in impactful and influencing manner to persuade customers to become interested in new products and promotions. Persuade clients that a product or service will satisfy their needs."
"c823d9a1-5403-4f2d-b9a5-2fada5ee0966","advise on rehabilitation exercises","Educate and advise on rehabilitation exercises to aid long-term recovery, teaching the appropriate techniques to ensure health is maintained."
"c82efd52-7d49-4692-bde7-3dc39311cc31","document security incidents in the store","Prepare documentation and specific reports of the security threats, observations and incidents, such as shoplifting, that occur in the store, to be used as evidence against the offender, if required."
"c82f9319-cf46-4257-a8ce-542d0a7fed8f","provide treatment strategies for challenges to human health","Identify possible treatment protocols for the challenges to human health within a given community in cases such as infectious diseases of high consequences at the global level."
"c8367288-9a09-4782-8627-f9919f22609a","inspect insects in whole grain","Inspect loads of unprocessed grain to detect harmful insects, like grain beetles."
"c83b7143-132d-4559-be57-83eb4da1e7c1","inspect mine safety conditions","Inspect mining areas to ensure safe working conditions and equipment."
