qId,Job,metadata,Edu_essential,Edu_optional,AgeMin,AgeMax,City,Competence_essential,Competence_optional,Knowledge_essential,Knowledge_optional,Language_essential,Language_optional,Experience_essential,Experience_optional
92,fisheries master,"{'group': '6223', 'uri_comp_ess': ['4c03cc73-cd21-46b5-8d42-eb97b4b7dfb1', '329d799f-232b-4dc6-90f8-4f25b80183fa'], 'uri_comp_opt': ['1d07fabb-77ff-4572-bdbf-920546604930'], 'uri_know_ess': ['e8d7608d-0d95-461d-b8b1-7be4757087df', 'bc05eaf7-8d1f-46e3-8834-9d45c4e92831', 'aac9e93a-106a-4cdc-8d27-ac3a9ffce0ac', 'a9c1a772-8ef6-4dd7-93a4-c6bbf3293688'], 'uri_know_opt': []}",Less-than-degree,-,18,32,Latina,"['conduct navigation safety actions', 'coordinate cargo handling']",['fish products preserving'],"['risks associated with undertaking fishing operations', 'fisheries legislation', 'MARPOL 73/87', 'FAO code']",[],"[('Italian', 'C1'), ('English', 'A2')]",[],3,True
93,precision mechanics supervisor,"{'group': '3122', 'uri_comp_ess': ['f14ff4b7-be1e-4b55-b39b-520005f8a97e', '03b9b491-fc9b-4868-914a-bf7cd47b5041', '9f34107c-8db0-4b00-84d8-3f64e400c80c'], 'uri_comp_opt': ['d1a2437d-7eee-4c13-9104-0bb3dd7b45d6'], 'uri_know_ess': ['2fea2558-630e-480d-9e12-47a05bc19b55', 'b27411a8-c401-4241-841b-c742ae32a8d3', 'efa141df-f382-418f-9121-bd88fd735669'], 'uri_know_opt': []}",Master-D.,-,29,45,Correzzana,"['liaise with managers', 'create solutions to problems', 'consult technical resources']",['check material resources'],"['precision mechanics', 'micromechanics', 'mechanics']",[],"[('German', 'B1')]",[],2,True
94,chiropractor,"{'group': '2269', 'uri_comp_ess': ['d0d3c335-5a7b-4856-a940-2057ea2c9e7b', 'a3d1e341-ca81-4db8-9921-17132827b81b', 'd898c23e-4b87-46b8-8c39-c795343635d4'], 'uri_comp_opt': ['aeedb16a-f8a6-461f-85a7-2eb58dedb892'], 'uri_know_ess': ['52909653-5c03-4166-87b9-e0ed24363727', '5dfcc46a-4fb1-453c-961b-5d41bf077433', '3446d034-aa08-4706-ba05-e9cb0d01b5b1', '4f7b14d8-f09c-49f7-abae-231e8c210e07'], 'uri_know_opt': ['95992467-644f-4178-97ad-b0e50a8ab084', '7f0aa0f9-ee9e-47f9-806d-22de04cf5148']}",Master-D.,PhD,27,41,Montalto Uffugo,"['maintain treatment records', 'conduct neurological examination', 'evaluate chiropractic intervention']",['interpret electroencephalograms'],"['alternative methods of treating orthopaedic conditions and injuries', 'medical conditions of the nervous system', 'neuroanatomy', 'general medicine']","['medical massage', 'neuropharmacology']","[('Spanish', 'A2'), ('French', 'Null')]",[],1,True
95,footwear designer,"{'group': '2163', 'uri_comp_ess': ['60aa9730-3c72-4350-a06c-2f2d618ee8d5', '10311d30-7788-4866-be1c-8235832b7cee'], 'uri_comp_opt': ['73c7d0d9-092f-4f6e-800a-5759f45a6fc6', 'a50c6a0a-5171-4be6-aa2b-50fe4d025d45'], 'uri_know_ess': ['f3880260-ef21-401c-a64f-a96f21dc968a', 'e54a3ed7-465f-432b-8940-2aeabeaa449e', 'c6846331-2e11-45d6-ab8d-306c956332fc', 'de278695-33e1-400a-8962-95f0ba5ce2e0'], 'uri_know_opt': []}",Degree,Bachelor-D.,21,37,Bitetto,"['develop footwear collection', 'draw scaled patterns for footwear']","['use 2D computer-aided design for footwear pattern engineering', 'create 3D CAD footwear prototypes']","['last types', 'footwear quality', 'footwear manufacturing technology', 'footwear creation process']",[],"[('French', 'Null'), ('English', 'Null')]","[('Arabic', 'Null')]",1,True
96,electrical cable assembler,"{'group': '8212', 'uri_comp_ess': ['91abe492-18be-4cce-93c7-0dca07072363', 'efc5534d-3631-4564-a7b0-f6ae558f3c03', '5133ed7b-0785-4c28-825d-1dcf518c4b5b'], 'uri_comp_opt': ['1de6b87b-2c7d-49aa-bcc0-3b2ef75f064f', '1a3660c2-011c-4e96-9b1d-529afc305428', '40fa39b5-0f69-432a-b5ea-b01b5d98649a'], 'uri_know_ess': ['8d4271ca-c9fd-40b3-875f-15f78332a49e', '4909646e-35d8-42f2-943c-19f220869345', 'ed291aa0-8b2f-4179-b2f7-540ea6f63bf3', '4940d889-a185-4176-a920-46b88cbe0d8c'], 'uri_know_opt': ['fdfa3dcb-b8f0-454f-a659-64c66dc6b6a2', '2aff3316-15b8-4ca1-8ae2-270bd5fd22e1']}",Less-than-degree,Degree,16,31,Castelnuovo Scrivia,"['conform with deadlines', ""ensure specifications' conformity"", 'align pieces']","['resolve equipment malfunctions', 'inspect quality of products', 'remove hazardous waste']","['quality standards', 'manufacture of electrical wire products', 'wiring schematic', 'electrical wire accessories']","['fibre optics', 'electrical equipment regulations']","[('Spanish', 'C1'), ('Italian', 'B1')]",[],2,False
97,répétiteur,"{'group': '2652', 'uri_comp_ess': ['332da224-6261-4caf-a38a-0f81001fddcc', '2fa41ec9-5a43-4976-b34d-8639596f67ba', 'e3890b55-54a7-45a5-9aee-f764fcc54230'], 'uri_comp_opt': ['e44a0396-77e2-4d57-8c80-36796238f80c'], 'uri_know_ess': ['d11e4683-d2fe-45fd-bb1a-e995f7877851', 'bf21bcb8-6660-4f37-b16a-d276cca01474', '08fe5910-8c4c-4679-a988-eb2ded3c4909', '2ad081e6-0a3f-4612-ac15-7ace75d39e26'], 'uri_know_opt': []}",Master-D.,PhD,24,30,Corigliano Calabro,"['transfer music into alternate key', 'read about music', 'participate in music studio recordings']",['prompt performers'],"['musical theory', 'music literature', 'labour legislation', 'intellectual property regulation']",[],"[('English', 'Null')]",[],1,False
98,lathe and turning machine operator,"{'group': '7223', 'uri_comp_ess': ['8a4e99e0-f259-4931-888f-604cfdc15b31', '69f23426-9279-4fe6-a283-24c2aa4c855d'], 'uri_comp_opt': [], 'uri_know_ess': ['0c77bcd5-b94a-475d-98e9-5a4327e4d726', '21dfab2e-f954-49ab-8fb6-18cc98cf10bb', 'a2b5dcf3-5b6a-453d-876c-cff540c0faf1'], 'uri_know_opt': ['c01b4549-3bc2-4640-8ecb-ef335fc4445c', 'beba7567-b897-4832-84b5-67d3ae38fd99', 'd2a921a0-894d-4a4e-aeb4-602914c33a5e']}",Less-than-degree,-,19,35,Galatina,"['perform machine maintenance', 'provide apparatus availability']",[],"['statistical process authority', 'geometry', 'CAD software']","['kinds of metal manufacturing processes', 'manufacturing of heating equipment', 'manufacturing of doors from metal']","[('German', 'B2'), ('Bengali', 'C2')]","[('French', 'Null')]",2,True
99,academic support officer,"{'group': '2359', 'uri_comp_ess': ['7c89d065-c50d-4129-b963-b73e62e58ba4', '078098e1-01f7-4654-9ddd-016f4063b54d'], 'uri_comp_opt': ['428ab44b-39ef-42d6-a93d-12f4efc4cb10', '36fe44b2-af36-4467-9be8-601e64b3dbc7'], 'uri_know_ess': ['7111b95d-0ce3-441a-9d92-4c75d05c4388', 'edff6d20-660d-4d33-b412-9a5b664a14be', '31b67516-af16-4b97-8430-a8a8e0f84190'], 'uri_know_opt': ['d4e9055e-597f-42ca-98ac-a5e3d8e881e1', '57beaad1-7c5e-4b17-a35f-31f49e1d7378', '15d76317-c71a-4fa2-aadc-2ecc34e627b7']}",Degree,Bachelor-D.,23,37,Giarre,"['diagnose teaching and training needs', 'cooperate with education professionals']","['teach university class', 'liaising with educational support staff']","['project management', 'curriculum goals', 'assessment processes']","['university processes', 'education law', 'communication']","[('Spanish', 'A2')]",[],1,False
100,ICT help desk agent,"{'group': '3512', 'uri_comp_ess': ['db36f7f1-5900-45bd-9ffb-f2b19c4362ac', '00e53a0a-c0ba-4c9f-a2ed-4706d5832a00'], 'uri_comp_opt': ['d908a818-70ef-419e-9d60-8f459114cb2f'], 'uri_know_ess': ['d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd', 'ca73ac82-867a-4afa-9732-834aebe896ff'], 'uri_know_opt': []}",Degree,-,20,38,Taranto,"['support ICT system users', 'guarantee customer satisfaction']",['use e-services'],"['product comprehension', 'ICT system user requirements']",[],"[('Spanish', 'A1'), ('Italian', 'Null')]",[],1,False
101,forwarding manager,"{'group': '3331', 'uri_comp_ess': ['fce983b6-f54d-4ef3-8a20-e101c76a79a8', '316d3695-d4b2-47f8-8ea3-7958d0b5d420', '2da73273-67ce-4a5d-b890-491491bac073', '4fdaf8fd-98ed-46bf-b6e5-f94e6b083175'], 'uri_comp_opt': ['92721092-fe7c-4689-96bd-4f02385bc0e7'], 'uri_know_ess': ['f929c89e-c363-4132-a918-e021d57b307c', '99c45fa5-093a-4fb9-b682-4ca46e552e33'], 'uri_know_opt': []}",Master-D.,PhD,26,43,Salandra,"['complete documentation processes for international shipments', 'prepare bills of lading', 'implement a short term objective', 'assess carriers']",['manage contracts'],"['supply chain management', 'metrics of transportation costs']",[],"[('Spanish', 'Null'), ('Italian', 'Null')]","[('French', 'Null')]",2,False
102,engine minder,"{'group': '8350', 'uri_comp_ess': ['09dcef82-f470-49b0-9fa7-795443c79a9d', '49026711-0f2d-42b3-8912-2b897ad05117'], 'uri_comp_opt': ['eb0d83b2-3aa4-4a36-a60a-99b6746429e2', 'd66964f4-6f5b-443e-bf74-e61a56f5957f'], 'uri_know_ess': ['962c3758-7fc8-4ee1-95b2-73b5efcd4684', 'f5fa2654-52cc-45d2-ac92-ac979dee5d12', '5088c536-13fb-4b6b-85e7-4053578e1451'], 'uri_know_opt': []}",Less-than-degree,Degree,17,27,Torino,"['prepare main engines for navigation operations', 'perform actions to safely secure ships']","['performing swimming stroke', 'comply with checklists']","['inland waterway ship building', 'engine components', 'electrical systems for transportation']",[],"[('French', 'C2')]",[],1,False
103,tourism contract negotiator,"{'group': '3339', 'uri_comp_ess': ['9763c3d0-f464-455c-9a22-8bd0798012f3', 'f077719c-82ff-4035-9426-47c5eb554454', '5d5ba629-0b4c-424f-8803-000c3736f3f7', 'c5646d72-c082-44fd-b47e-c4b0ec59ebbd'], 'uri_comp_opt': [], 'uri_know_ess': ['6ee0f29a-2be7-4dd1-bee3-6ee2a3539376', '5c606d18-6404-4047-b235-350f18e11827'], 'uri_know_opt': []}",Bachelor-D.,Master-D.,21,40,Bibbona,"['negotiate tourism experience purchases', 'manage medium term objectives', 'handle personal identifiable information', 'ensure contract termination and follow-up']",[],"['tourism market', 'contract law']",[],"[('German', 'Null'), ('French', 'A2')]","[('Italian', 'Null')]",1,False
104,foreign affairs officer,"{'group': '2422', 'uri_comp_ess': ['77e7cb08-2c6f-42ab-881b-b34b2318acbe', '2691f4d8-d090-423f-afd7-9e721f562e8d'], 'uri_comp_opt': ['2de4572a-4724-4f76-afc2-72a568a264ac', '7edc05fe-378b-4c9e-bbb2-e5a29c5a845f'], 'uri_know_ess': ['a3aa300b-6636-40fc-abe7-4ab3808dd742', '0a917ad8-5cbd-442b-9b84-e9f6e4c13f17'], 'uri_know_opt': ['6f45a77d-9208-40f2-a116-ac99c77ef580', '5753e2ca-8934-45d3-8e52-3877d373239d']}",PhD,-,29,39,Lessona,"['manage administrative systems', 'advise on public relations']","['speak different languages', 'perform public relations']","['international law', 'foreign affairs policy development']","['international commercial transactions rules', 'diplomatic principles']","[('Italian', 'B2'), ('English', 'Null')]",[],2,True
105,aquaculture recirculation manager,"{'group': '2132', 'uri_comp_ess': ['5f0dc80c-ddf4-442d-ad8d-c06496d96912', '36f3b02f-4511-4be9-a257-94f53513aa84'], 'uri_comp_opt': ['f632251a-4078-4546-b19f-7ef528d08325', '8e0bfbba-6e9d-48e0-b152-2cc949e5022a'], 'uri_know_ess': ['1697d506-a82b-45aa-9a2f-2b71d71e1789', 'b2b970ad-0276-4069-ba31-899a53191b95'], 'uri_know_opt': ['de03f4fd-c147-4477-a048-7109e5ba2d6f', '30dce29d-0518-4f5d-aeb0-2b5b49e3afbe']}",Master-D.,PhD,27,37,Nettuno,"['control recirculation systems', 'develop fish health and welfare management plans']","['use information and communication technology tools', 'implement scientific decision-making']","['water chemistry analysis', 'bio-filter equipment']","['methods in customer relationship management', 'aquaponics']","[('French', 'Null'), ('Chinese', 'A2')]","[('English', 'Null')]",1,True
106,aquaculture harvesting technician,"{'group': '6221', 'uri_comp_ess': ['2cb23f25-95ff-4349-ac8d-bc4a75c64120', 'b1d3d335-2307-4133-ba98-2a5a207d7037', '065906a9-61b6-4261-b89c-a5bf5698c344'], 'uri_comp_opt': ['0e355580-bd4a-465a-8058-92984623070e', '6d56955d-2b6c-471f-890d-8c17ab16053b', 'fdfa44f7-2f10-4fba-8ade-df0a1fb77abd'], 'uri_know_ess': ['32bbd1de-4995-4e47-84ab-fb3a2b0cfdf1', '29d37533-c151-40a2-82f1-7f65f2548f6e', '7376894b-6c71-495c-bbe4-8b373f2ec5a6', 'f49df8e2-f451-49aa-9aa9-b21b2afdbb87'], 'uri_know_opt': []}",Less-than-degree,-,18,37,Prato,"['monitoring fish health status', 'maintain fish harvesting equipment', 'dead fish collecting']","['work in bad weather', 'communicate in an outdoor setting', 'calculate aquatic resources growth rate']","['fish identification and classification', 'techniques of harvesting fish', 'fish biology', 'concept of bio-security']",[],"[('Russian', 'A1'), ('German', 'B1')]","[('Arabic', 'Null')]",1,False
107,carpenter supervisor,"{'group': '3123', 'uri_comp_ess': ['85aa1871-db96-42f7-801f-c39f924de2d7', '86df7af2-f9f3-4c06-a500-7f1fba9e78fe'], 'uri_comp_opt': ['156f8c5b-894a-4ccc-a70e-37a2726f3f00', '827ebc71-b406-483e-9617-33c63dd487a0'], 'uri_know_ess': ['4c06a716-6363-4308-b548-88f7a3e70097', 'bb933bf6-e9a6-4dd8-8c88-0d8bacae30a5', 'cf2005ee-c788-4283-81d9-b443dfdf2c2e', '4e09e2d2-e317-47d2-bf5e-1d6c66be3efc'], 'uri_know_opt': []}",Bachelor-D.,-,24,43,Torino,"['plan shifts of employees', 'apply H&S procedures in construction']","['work in an ergonomic way', 'estimate restoration costs']","['woodworking tools', 'wood sizes', 'type of wood', 'energy performance of buildings']",[],"[('English', 'C1')]",[],-,False
108,gemmologist,"{'group': '3315', 'uri_comp_ess': ['75bff925-ff69-41e3-b7e5-5cbac6cfde18', '72aed9bf-33ba-474d-a02e-5ae3de2d5e05', '386b5f54-e70e-45f4-bd24-3db6acec0e79', '91569912-10f1-4690-8e82-0b96c93e29ee'], 'uri_comp_opt': ['a65cfdbd-5369-42b7-a183-607b2d19410f', 'ac1b8a18-d6d0-4116-8191-93db991b3902', 'be17f5c3-8373-4136-ba02-2b086d4118bb'], 'uri_know_ess': ['47e349cb-b0a8-4877-b368-c30a2ee4668b', 'b5936963-0d12-4aa1-ae85-ad2686750427', '6b4649e5-25a6-4fb9-a0c4-5bb6c248feda'], 'uri_know_opt': ['3b2d77a8-6a61-48a0-af4b-e63bd083334f']}",Master-D.,PhD,26,35,Novara,"['write gemstone grading report', 'use of a microscope', 'immerse jewels in chemical liquid', 'assess gemstones']","['reshape gem stones', 'conduct jewelry  market research', 'appraise gemstones']","['gemstones', 'gemstone grading systems', 'gemology']",['alloys of precious metals'],"[('English', 'B2'), ('Arabic', 'Null')]","[('French', 'Null')]",3,True
109,tanning technician,"{'group': '3119', 'uri_comp_ess': ['abcfd4de-3b3d-48ed-a002-36071bad8d46', '3d3ee5c3-4286-457f-9f76-1704011f7e11'], 'uri_comp_opt': [], 'uri_know_ess': ['24ccd586-3c38-4f60-ac70-8f984ca13449', '834c3caf-077c-4d38-883f-1baa2e470efa'], 'uri_know_opt': ['36966fbf-bbe2-4c3d-93cf-ca1d665f3012', 'f7a1ccf0-fb40-49ef-ae9b-8a1f8646c218', 'e3c4e9f9-f25a-4859-ab95-266fdb2dab34']}",Master-D.,PhD,27,33,Lecce,"['manage chemical testing procedures', 'comply with legal regulations']",[],"['tanning technology', 'hides, skins and leather products']","['usage of leather physical testing machines', 'leather products materials', 'leather colour chemistry']","[('Italian', 'Null'), ('English', 'C2')]","[('French', 'Null')]",-,False
110,refrigeration air condition and heat pump technician,"{'group': '3115', 'uri_comp_ess': ['79aa4ec0-399d-432e-aae8-7a390ce89bcc', '792789aa-6122-4dd7-be50-bcdb46f85725'], 'uri_comp_opt': ['e54ff029-1ce9-447d-a5b2-eb7283a23e6e', '744442ac-c157-4350-8be0-ce454df4f5c5', 'fafbb75f-ec35-4cc2-996a-20c85ef6c266'], 'uri_know_ess': ['efa141df-f382-418f-9121-bd88fd735669', '68e66ed6-a171-4350-8ec1-2cfc4cae50e4', 'aba2e61d-ef78-45bd-a9bc-392a718d4877'], 'uri_know_opt': []}",Master-D.,-,29,36,Racconigi,"['perform maintenance on on-site equipment', 'install heating, ventilation, air conditioning and refrigeration ducts']","['train an employee', 'complete ICT troubleshooting', 'follow safety procedures when working at heights']","['mechanics', 'hydraulics', 'heating, ventilation, air conditioning and refrigeration items']",[],"[('Italian', 'Null')]",[],4,False
111,palliative care social worker,"{'group': '2635', 'uri_comp_ess': ['d15f8745-28f8-4abf-a7b6-6cb8a304efd2', 'e23c32a2-eff1-4d77-b2b0-724a3a600a95', 'a17286c5-238d-4f0b-bc24-29e9121345de'], 'uri_comp_opt': ['7fb43ee2-e630-4b9e-a431-9275ab30cac4'], 'uri_know_ess': ['4e097377-7950-4993-9e22-a61b067b5c00', 'c5a80bb0-31e6-4de0-868c-00a0f9b88b47', '9b63d92b-5a3a-46b0-b2ba-c98b39ea5aaf'], 'uri_know_opt': []}",Less-than-degree,Degree,17,27,Prato,"['tolerate stress', 'refer social service users', 'maintain active listening']",['assist with funeral planning'],"['social sciences', 'palliative care', 'health care system']",[],"[('Spanish', 'Null'), ('German', 'B1')]",[],4,False
112,criminologist,"{'group': '2632', 'uri_comp_ess': ['1b70a55d-b8a4-49fc-96c6-15ab4cff2522', '988f4ac3-a37c-4b0a-a40f-4e0e56b5919e', 'cd50d616-1f8b-481e-983f-68d2674ff82d'], 'uri_comp_opt': ['0ee7b0d6-db98-4785-9948-f2ef415d155a'], 'uri_know_ess': ['7ee4c2ea-b349-4bd2-81a3-ec31475d4833', 'bfe4f330-d595-48c7-ab3c-f309471d6953'], 'uri_know_opt': ['c94dd931-f568-48e2-9a1c-922f1ce21f67']}",Master-D.,PhD,29,34,Poggibonsi,"['use data processing techniques', 'ensure connection between research and industry', 'account for gender characteristics in scientific research']",['write research proposals'],"['statistics', 'psychology']",['demography'],"[('English', 'C1')]","[('Chinese', 'Null')]",2,True
113,filing machine operator,"{'group': '8122', 'uri_comp_ess': ['66350577-bad7-4960-9470-a26563e85993', '9ea652f6-accf-45bb-b9a8-590f06f7bd51', '69f23426-9279-4fe6-a283-24c2aa4c855d', '4f4ca760-970a-4839-9ce2-ab85ed66772e'], 'uri_comp_opt': ['34250f4b-b39e-42bd-a2d7-783e90051b08', 'edb9a54a-9d58-4269-ae59-72bc7cd0f9a5'], 'uri_know_ess': ['931d3046-8e66-4aca-bbf1-1dca032c8b15', '8d4271ca-c9fd-40b3-875f-15f78332a49e'], 'uri_know_opt': []}",Degree,Bachelor-D.,22,39,Terralba,"['tend filing machine', 'supply machine', 'ensure equipment availability', 'dispose of cutting waste material']","['spot metal imperfections', 'produce customised products']","['type of file', 'quality standards']",[],"[('Italian', 'A1')]",[],1,False
114,printing textile technician,"{'group': '7322', 'uri_comp_ess': ['50ab7296-bc34-4cb1-9fdb-7cf7b6f80f9c', 'f2836f4d-e797-49fe-94ec-c237c84df76d', '8babf8e3-4187-4b8c-9594-82d69a598e89', '31dadcd2-7816-4330-a422-0fc5fb824229'], 'uri_comp_opt': ['280bfb86-e53a-45c7-80a5-f58f4a78ba25', '7ab8b57d-72f5-4a89-950a-c98a284cbc61', '90d5321e-0a21-485a-9607-a13b05ae6c11'], 'uri_know_ess': ['dbb0afa6-4dd1-4ded-84e7-b2c706164bcc', '63bd12f5-d580-415c-9137-8e58008398e7', '30c6b17a-b6d7-4e67-bd16-5ce87947f9f3'], 'uri_know_opt': ['7cc80984-8c8a-4e03-8fda-b76b4198d1f0', 'fa4ffcfa-c03a-4f23-b49e-dab0b406cda1']}",Bachelor-D.,Master-D.,23,40,Novellara,"['maintain work standards', 'evaluate textile characteristics', 'decorate textile articles', 'control textile process']","['prepare equipment for textile printing', 'draw sketches to develop textile articles', 'develop textile colouring recipes']","['textile printing technology', 'textile chemistry', 'dyeing technology']","['textile technologies', 'textile finishing technology']","[('French', 'Null')]",[],2,False
115,silversmith,"{'group': '7313', 'uri_comp_ess': ['5fe85baf-0262-4952-8d4e-b6d49cdb2f01', 'c51fef82-590a-4077-b210-2b5fdd53f68d', '44fea655-139f-445d-aae5-8474fc86307b'], 'uri_comp_opt': ['16be151c-c501-43cf-82b1-59df7e32974b', '1dcfa7d1-cfa9-4d40-9c82-e045d9b27232', '35138055-63cd-410a-91a7-29e9857bebbd'], 'uri_know_ess': ['0f850624-ae28-47c2-ab80-484290a96aea', 'a815de2c-cefb-461f-9c55-05f21ae7da8f', '69683c43-af05-4691-bb6c-9d71bf363bd7'], 'uri_know_opt': []}",Less-than-degree,-,17,33,Conegliano,"['choose gems for jewellery', 'develop jewellery designs', 'create jewellery']","['engraving patterns', 'commend customers on jewellery and watches', 'rework jewellery']","['metal and metal ore production', 'jewellery processes', 'characteristics of a precious metal']",[],"[('Spanish', 'B2'), ('Italian', 'Null')]",[],3,False
116,flower and garden specialised seller,"{'group': '5223', 'uri_comp_ess': ['7e9daad3-8604-4839-af9b-dc6f8db3ef68', '68698869-c13c-4563-adc7-118b7644f45d', '41577315-0b55-41d1-9fa6-c4ad021d5783'], 'uri_comp_opt': [], 'uri_know_ess': ['f2704539-8b55-4164-8911-e550a1f9c47f', 'fb3bc9b5-2297-4bba-85b1-60f696a92db8'], 'uri_know_opt': []}",Degree,Bachelor-D.,19,26,Prato,"['stock shelves', ""identify customer's needs"", 'providing fertilizer recommendation for flowers']",[],"['flower and plant production', 'characteristics of services']",[],"[('French', 'A1')]",[],-,False
117,embassy counsellor,"{'group': '1112', 'uri_comp_ess': ['7d23c508-c007-4221-bb84-0c9a479b8ea6', 'b6e05c04-46cb-48f9-8255-5b1145299a10', '0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4', 'ec8a9c7f-1d84-4c8a-82c4-d4afe2874483'], 'uri_comp_opt': ['e54ff029-1ce9-447d-a5b2-eb7283a23e6e', '2de4572a-4724-4f76-afc2-72a568a264ac', '339ac029-066a-4985-9f9d-b3d7c8fea0bb'], 'uri_know_ess': ['2be699a7-416a-4f32-967c-4edc65027b71', '0a917ad8-5cbd-442b-9b84-e9f6e4c13f17', '266ea734-31b2-4e44-9d00-0a3fd03fa454', '5753e2ca-8934-45d3-8e52-3877d373239d'], 'uri_know_opt': ['88af9294-b697-4687-ae19-aefbb6234dfa']}",Degree,Bachelor-D.,22,27,Sannazzaro de' Burgondi,"['show intercultural awareness', 'represent national interests', 'advise on risk management', 'advise on foreign affairs policies']","['train employees', 'speak different languages', 'manage staff']","['government policy implementation', 'foreign affairs policy development', 'foreign affairs', 'diplomatic principles']",['economics'],"[('Spanish', 'C2'), ('French', 'C1')]","[('English', 'Null')]",2,True
118,surface grinding machine operator,"{'group': '8122', 'uri_comp_ess': ['6122d586-5978-431f-8e7a-96e61fc1f3fc', '560db5a6-cd42-4d8f-a5ed-69308e5ce011', '34250f4b-b39e-42bd-a2d7-783e90051b08', '69f23426-9279-4fe6-a283-24c2aa4c855d'], 'uri_comp_opt': [], 'uri_know_ess': ['7f107a85-d6ac-410f-a995-d635c5aa418b', '8d4271ca-c9fd-40b3-875f-15f78332a49e', '3b3b7373-220a-4287-87cf-e24a208b63c6'], 'uri_know_opt': ['c27e11b7-2f1e-4e20-8c47-fee6cd22c148', '2e3ae45d-04b5-4922-98a0-de914a8e018c']}",Less-than-degree,Degree,16,21,Partinico,"['wear appropriate protective gear', 'tend surface grinding machine', 'spot metal imperfections', 'ensure equipment availability']",[],"['types of metal', 'quality standards', 'quality and cycle time optimisation']","['manufacturing of door furniture from metal', 'manufacturing of cutlery']","[('Spanish', 'Null'), ('English', 'Null')]",[],3,False
119,precision engineer,"{'group': '2144', 'uri_comp_ess': ['541561bc-510c-4a99-881c-2d8bf5a85462', '4fabca9a-7435-4f33-b1da-3cdb00340fdc', 'be48353d-25c7-4f86-bea9-7b9e248fbc6e', 'd9e5349e-8791-49c2-8ba4-839fdd1606c2'], 'uri_comp_opt': [], 'uri_know_ess': ['7111b95d-0ce3-441a-9d92-4c75d05c4388', '25c4cb91-d64b-48d1-a350-3527334a360d'], 'uri_know_opt': ['e2d0daae-2aa1-40cc-99e2-b340b02f97d3', '95c35c3a-035f-47c2-90cf-7e934d20fc08', '4c58528e-bdaa-43ad-8f5a-8ad0b8cd4bbb']}",Master-D.,-,29,35,Sassari,"['use technical drawing software', 'perform scientific research', 'interpret technical requirements', 'define technical requirements']",[],"['project management', 'precision engineering discipline']","['manage product data', 'electronics', 'congruence']","[('Italian', 'A1'), ('English', 'Null')]",[],2,False
120,clothing product grader,"{'group': '7532', 'uri_comp_ess': ['58c080f9-71d5-429d-9476-bc9e742d460c', 'b916d60e-38e9-4241-914a-4e2144bda711', '5174d7e4-bb67-403c-930e-9afc5e2f8f6e', '09853c3b-6784-456f-abe9-c9f44bf872bc'], 'uri_comp_opt': ['e9ac6d35-0219-44c3-b488-bfd14923d09f'], 'uri_know_ess': ['deb9b821-316f-45bb-a57b-fbce518a8161', '39a25537-5057-4c0b-8141-32851e1cd886', 'af8170c1-23f9-401c-b24b-e57399d6c722', 'd8ee0b01-3d33-4a32-a07c-6a107400cac0'], 'uri_know_opt': []}",Degree,-,20,31,Poggio a Caiano,"['perform process control in the wearing apparel industry', 'operate computerised control systems', 'inspect wearing apparel products', 'distinguish accessories']",['use pattern-cutting softwares'],"['standard sizing systems for clothing', 'manufacturing of wearing apparel', 'apparel manufacturing technology', 'CAD for garment manufacturing']",[],"[('Italian', 'Null'), ('English', 'Null')]",[],1,False
121,textile printer,"{'group': '7322', 'uri_comp_ess': ['eb36eb53-eae4-4dee-9aa2-4ff44e8e4289', '31dadcd2-7816-4330-a422-0fc5fb824229'], 'uri_comp_opt': ['eb13f8c5-8300-4422-a51f-475a7edb09ef'], 'uri_know_ess': ['dbb0afa6-4dd1-4ded-84e7-b2c706164bcc', 'fa4ffcfa-c03a-4f23-b49e-dab0b406cda1', '644d9c5d-9e19-4a3b-b144-8d27f7ad292d'], 'uri_know_opt': []}",Degree,-,20,34,Valdagno,"['activate and supervise printing machines for textile material', 'control textile process']",['conduct textile testing operations'],"['textile printing machines and techniques', 'textile finishing technology', 'project portfolio management']",[],"[('English', 'A1'), ('Chinese', 'C1')]",[],2,True
122,construction quality manager,"{'group': '3112', 'uri_comp_ess': ['3d64b8fd-bb09-4d13-a3cf-300ed8909088', '50f2d23c-b3fb-48a5-967b-14fd0a6dd205', '4b9cf8e3-5b00-49ee-9d2f-bb78d6b46493'], 'uri_comp_opt': ['ebbf3488-7d1e-4603-b7d4-938d23bc1af1', 'fc1a75bb-70e3-4005-881f-7709bf7b0ed4', '5598739b-6718-4cff-8402-91d7f65b1505'], 'uri_know_ess': ['e2fea4d5-f1f4-4dea-89bb-43b1d07658af', '4c58528e-bdaa-43ad-8f5a-8ad0b8cd4bbb'], 'uri_know_opt': ['4e09e2d2-e317-47d2-bf5e-1d6c66be3efc', '83fc0b2b-6cd2-46af-b1ff-d3fc83604c26', 'cc173f61-3386-44c5-a048-3889e1ec9114']}",Master-D.,PhD,28,38,Torino,"['write specifications', 'inspect construction supplies', 'communicate with external laboratories']","['review construction plans authorisations', 'monitor construction site', 'maintain work area cleanliness']","['statistical quality control', 'design principles']","['energy performance of buildings', 'energy efficiency', 'construction methods']","[('Italian', 'Null'), ('Chinese', 'Null')]",[],-,False
